systematic	common	type	chromosome	start	stop	strand	hasTSS
"YEL040W"	"UTR2"	"ORF"	5	78021	79629	"W"	1
"YEL039C"	"CYC7"	"ORF"	5	80177	79249	"C"	1
"YEL038W"	"UTR4"	"ORF"	5	80413	81053	"W"	1
"YEL037C"	"RAD23"	"ORF"	5	82785	81177	"C"	1
"YEL036C"	"ANP1"	"ORF"	5	84753	83025	"C"	1
"YEL035C"	"UTR5"	"ORF"	5	85647	84867	"C"	1
"YEL034W"	"HYP2"	"ORF"	5	85589	86301	"W"	1
"YEL032W"	"MCM3"	"ORF"	5	86885	89317	"W"	1
"YEL031W"	"SPF1"	"ORF"	5	90221	93941	"W"	1
"YEL030W"	"ECM10"	"ORF"	5	94542	96756	"W"	1
"YEL029C"	"BUD16"	"ORF"	5	97841	96953	"C"	1
"YEL027W"	"CUP5"	"ORF"	5	100685	101517	"W"	1
"YEL026W"	"SNU13"	"ORF"	5	101773	102373	"W"	1
"YEL025C"	"YEL025C"	"ORF"	5	106153	102505	"C"	1
"YEL024W"	"RIP1"	"ORF"	5	107165	108317	"W"	1
"YEL023C"	"YEL023C"	"ORF"	5	110654	108326	"C"	1
"YEL022W"	"GEA2"	"ORF"	5	111333	115877	"W"	1
"YEL021W"	"URA3"	"ORF"	5	116117	116933	"W"	1
"YEL020W-A"	"TIM9"	"ORF"	5	117109	117652	"W"	1
"YEL020C"	"YEL020C"	"ORF"	5	120401	118439	"C"	1
"YEL019C"	"MMS21"	"ORF"	5	121345	118521	"C"	1
"YEL018W"	"EAF5"	"ORF"	5	121453	122341	"W"	1
"YEL017C-A"	"PMP2"	"ORF"	5	122977	122449	"C"	1
"YEL017W"	"GTT3"	"ORF"	5	123589	124461	"W"	1
"YEL016C"	"NPP2"	"ORF"	5	126401	124641	"C"	1
"YEL015W"	"EDC3"	"ORF"	5	126589	128229	"W"	1
"YEL013W"	"VAC8"	"ORF"	5	128573	130597	"W"	1
"YEL012W"	"UBC8"	"ORF"	5	131661	131781	"W"	1
"YEL011W"	"GLC3"	"ORF"	5	132933	134861	"W"	1
"YEL009C"	"GCN4"	"ORF"	5	139865	138740	"C"	1
"YEL007W"	"YEL007W"	"ORF"	5	141629	143893	"W"	1
"YEL006W"	"YEA6"	"ORF"	5	144269	145597	"W"	1
"YEL005C"	"VAB2"	"ORF"	5	146785	145937	"C"	1
"YEL004W"	"YEA4"	"ORF"	5	146901	148685	"W"	1
"YEL003W"	"GIM4"	"ORF"	5	148125	148776	"W"	1
"YEL002C"	"WBP1"	"ORF"	5	150073	148881	"C"	1
"YEL001C"	"IRC22"	"ORF"	5	151032	150209	"C"	1
"YER001W"	"MNN1"	"ORF"	5	153485	155885	"W"	1
"YER002W"	"NOP16"	"ORF"	5	156757	157493	"W"	1
"YER003C"	"PMI40"	"ORF"	5	159161	159081	"C"	1
"YER004W"	"FMP52"	"ORF"	5	159541	160540	"W"	1
"YER005W"	"YND1"	"ORF"	5	160525	162453	"W"	1
"YER006W"	"NUG1"	"ORF"	5	162669	164333	"W"	1
"YER007W"	"PAC2"	"ORF"	5	164333	166221	"W"	1
"YER007C-A"	"TMA20"	"ORF"	5	166929	166873	"C"	1
"YER008C"	"SEC3"	"ORF"	5	171889	168009	"C"	1
"YER009W"	"NTF2"	"ORF"	5	172053	172637	"W"	1
"YER010C"	"YER010C"	"ORF"	5	173369	172945	"C"	1
"YER011W"	"TIR1"	"ORF"	5	175173	176084	"W"	1
"YER012W"	"PRE1"	"ORF"	5	177749	178421	"W"	1
"YER013W"	"PRP22"	"ORF"	5	178805	182277	"W"	1
"YER014W"	"HEM14"	"ORF"	5	182549	183925	"W"	1
"YER014C-A"	"BUD25"	"ORF"	5	184801	183552	"C"	1
"YER015W"	"FAA2"	"ORF"	5	184438	186952	"W"	1
"YER016W"	"BIM1"	"ORF"	5	188221	189189	"W"	1
"YER017C"	"AFG3"	"ORF"	5	191889	189482	"C"	1
"YER018C"	"SPC25"	"ORF"	5	192697	191873	"C"	1
"YER019W"	"ISC1"	"ORF"	5	192389	192861	"W"	1
"YER019C-A"	"SBH2"	"ORF"	5	194641	194217	"C"	1
"YER020W"	"GPA2"	"ORF"	5	195021	196653	"W"	1
"YER021W"	"RPN3"	"ORF"	5	196877	198557	"W"	1
"YER022W"	"SRB4"	"ORF"	5	198773	200917	"W"	1
"YER023W"	"PRO3"	"ORF"	5	201021	202133	"W"	1
"YER024W"	"YAT2"	"ORF"	5	202089	205140	"W"	1
"YER025W"	"GCD11"	"ORF"	5	205181	206925	"W"	1
"YER026C"	"CHO1"	"ORF"	5	208561	207617	"C"	1
"YER027C"	"GAL83"	"ORF"	5	210329	208985	"C"	1
"YER028C"	"MIG3"	"ORF"	5	211921	210633	"C"	1
"YER029C"	"SMB1"	"ORF"	5	213249	212489	"C"	1
"YER030W"	"CHZ1"	"ORF"	5	213405	213917	"W"	1
"YER031C"	"YPT31"	"ORF"	5	214785	213913	"C"	1
"YER032W"	"FIR1"	"ORF"	5	214981	217893	"W"	1
"YER033C"	"ZRG8"	"ORF"	5	221353	218121	"C"	1
"YER034W"	"YER034W"	"ORF"	5	221798	222581	"W"	1
"YER035W"	"EDC2"	"ORF"	5	222565	223205	"W"	1
"YER036C"	"ARB1"	"ORF"	5	225249	223257	"C"	1
"YER037W"	"PHM8"	"ORF"	5	225829	227005	"W"	1
"YER038C"	"KRE29"	"ORF"	5	228353	226679	"C"	1
"YER039C"	"HVG1"	"ORF"	5	229513	226137	"C"	1
"YER039C-A"	"YER039C-A"	"ORF"	5	229582	229084	"C"	1
"YER040W"	"GLN3"	"ORF"	5	229709	231997	"W"	1
"YER041W"	"YEN1"	"ORF"	5	232381	233797	"W"	1
"YER042W"	"MXR1"	"ORF"	5	234834	235668	"W"	1
"YER043C"	"SAH1"	"ORF"	5	237177	235569	"C"	1
"YER044C"	"ERG28"	"ORF"	5	238129	237457	"C"	1
"YER044C-A"	"MEI4"	"ORF"	5	239281	238113	"C"	1
"YER045C"	"ACA1"	"ORF"	5	241537	240049	"C"	1
"YER046W"	"SPO73"	"ORF"	5	243077	243788	"W"	1
"YER047C"	"SAP1"	"ORF"	5	246705	245649	"C"	1
"YER048C"	"CAJ1"	"ORF"	5	248241	246889	"C"	1
"YER048W-A"	"ISD11"	"ORF"	5	250615	251179	"W"	1
"YER049W"	"TPA1"	"ORF"	5	251637	253701	"W"	1
"YER050C"	"RSM18"	"ORF"	5	254449	253921	"C"	1
"YER051W"	"JHD1"	"ORF"	5	254629	256261	"W"	1
"YER052C"	"HOM3"	"ORF"	5	258081	256345	"C"	1
"YER053C"	"PIC2"	"ORF"	5	259737	258641	"C"	1
"YER053C-A"	"YER053C-A"	"ORF"	5	261147	260754	"C"	1
"YER054C"	"GIP2"	"ORF"	5	263799	261873	"C"	1
"YER055C"	"HIS1"	"ORF"	5	265913	264929	"C"	1
"YER056C"	"FCY2"	"ORF"	5	268201	266785	"C"	1
"YER056C-A"	"RPL34A"	"ORF"	5	270217	270145	"C"	1
"YER057C"	"HMF1"	"ORF"	5	271201	270713	"C"	1
"YER058W"	"PET117"	"ORF"	5	271733	272109	"W"	1
"YER059W"	"PCL6"	"ORF"	5	272445	273885	"W"	1
"YER060W"	"FCY21"	"ORF"	5	274437	276109	"W"	1
"YER060W-A"	"FCY22"	"ORF"	5	277069	277717	"W"	1
"YER061C"	"CEM1"	"ORF"	5	279665	278377	"C"	1
"YER062C"	"HOR2"	"ORF"	5	280833	279825	"C"	1
"YER063W"	"THO1"	"ORF"	5	281621	282437	"W"	1
"YER064C"	"YER064C"	"ORF"	5	284305	282513	"C"	1
"YER065C"	"ICL1"	"ORF"	5	287249	285209	"C"	1
"YER066W"	"YER066W"	"ORF"	5	290138	290975	"W"	1
"YER067W"	"YER067W"	"ORF"	5	291773	292597	"W"	1
"YER068W"	"MOT2"	"ORF"	5	292973	294805	"W"	1
"YER069W"	"ARG5,6"	"ORF"	5	295341	298101	"W"	1
"YER070W"	"RNR1"	"ORF"	5	298885	301749	"W"	1
"YER071C"	"YER071C"	"ORF"	5	302369	301841	"C"	1
"YER072W"	"VTC1"	"ORF"	5	302701	303349	"W"	1
"YER073W"	"ALD5"	"ORF"	5	303949	305741	"W"	1
"YER074W"	"RPS24A"	"ORF"	5	306253	306797	"W"	1
"YER074W-A"	"YOS1"	"ORF"	5	307547	308297	"W"	1
"YER075C"	"PTP3"	"ORF"	5	311369	308345	"C"	1
"YER076C"	"YER076C"	"ORF"	5	313825	312481	"C"	1
"YER077C"	"YER077C"	"ORF"	5	316553	315305	"C"	1
"YER078C"	"YER078C"	"ORF"	5	318457	316777	"C"	1
"YER078W-A"	"YER078W-A"	"ORF"	5	318540	318984	"W"	1
"YER079W"	"YER079W"	"ORF"	5	318837	319677	"W"	1
"YER080W"	"YER080W"	"ORF"	5	319901	321837	"W"	1
"YER081W"	"SER3"	"ORF"	5	322613	324197	"W"	1
"YER082C"	"UTP7"	"ORF"	5	325993	324305	"C"	1
"YER083C"	"GET2"	"ORF"	5	327049	326249	"C"	1
"YER085C"	"YER085C"	"ORF"	5	328238	327437	"C"	1
"YER086W"	"ILV1"	"ORF"	5	328397	330285	"W"	1
"YER087W"	"YER087W"	"ORF"	5	330501	332381	"W"	1
"YER087C-B"	"SBH1"	"ORF"	5	332928	332400	"C"	1
"YER088C"	"DOT6"	"ORF"	5	335305	334977	"C"	1
"YER089C"	"PTC2"	"ORF"	5	337713	335857	"C"	1
"YER090W"	"TRP2"	"ORF"	5	337869	338781	"W"	1
"YER091C"	"MET6"	"ORF"	5	342233	339697	"C"	1
"YER092W"	"IES5"	"ORF"	5	342813	343445	"W"	1
"YER093C"	"TSC11"	"ORF"	5	347673	343185	"C"	1
"YER093C-A"	"YER093C-A"	"ORF"	5	348657	347897	"C"	1
"YER094C"	"PUP3"	"ORF"	5	349449	348641	"C"	1
"YER095W"	"RAD51"	"ORF"	5	349909	351389	"W"	1
"YER096W"	"SHC1"	"ORF"	5	351592	353410	"W"	1
"YER098W"	"UBP9"	"ORF"	5	355405	357957	"W"	1
"YER099C"	"PRS2"	"ORF"	5	359121	358081	"C"	1
"YER100W"	"UBC6"	"ORF"	5	359277	360389	"W"	1
"YER101C"	"AST2"	"ORF"	5	361905	360625	"C"	1
"YER102W"	"RPS8B"	"ORF"	5	362685	363100	"W"	1
"YER103W"	"SSA4"	"ORF"	5	364357	366477	"W"	1
"YER104W"	"RTT105"	"ORF"	5	366757	367525	"W"	1
"YER105C"	"NUP157"	"ORF"	5	372049	367881	"C"	1
"YER106W"	"MAM1"	"ORF"	5	372220	373408	"W"	1
"YER107C"	"GLE2"	"ORF"	5	374737	373409	"C"	1
"YER109C"	"FLO8"	"ORF"	5	377785	375545	"C"	1
"YER110C"	"KAP123"	"ORF"	5	382233	378633	"C"	1
"YER111C"	"SWI4"	"ORF"	5	386193	382593	"C"	1
"YER112W"	"LSM4"	"ORF"	5	387133	387789	"W"	1
"YER113C"	"TMN3"	"ORF"	5	390161	387841	"C"	1
"YER114C"	"BOI2"	"ORF"	5	394025	390369	"C"	1
"YER115C"	"SPR6"	"ORF"	5	394965	394110	"C"	1
"YER116C"	"SLX8"	"ORF"	5	396265	394241	"C"	1
"YER117W"	"RPL23B"	"ORF"	5	396717	396805	"W"	1
"YER118C"	"SHO1"	"ORF"	5	399257	397993	"C"	1
"YER119C"	"AVT6"	"ORF"	5	400873	399393	"C"	1
"YER120W"	"SCS2"	"ORF"	5	401085	401901	"W"	1
"YER122C"	"GLO3"	"ORF"	5	404433	402882	"C"	1
"YER123W"	"YCK3"	"ORF"	5	404621	406701	"W"	1
"YER124C"	"DSE1"	"ORF"	5	409129	407025	"C"	1
"YER125W"	"RSP5"	"ORF"	5	410083	412792	"W"	1
"YER126C"	"NSA2"	"ORF"	5	414249	413265	"C"	1
"YER127W"	"LCP5"	"ORF"	5	414453	415637	"W"	1
"YER128W"	"YER128W"	"ORF"	5	415813	416413	"W"	1
"YER129W"	"SAK1"	"ORF"	5	417175	420883	"W"	1
"YER130C"	"YER130C"	"ORF"	5	422545	420969	"C"	1
"YER131W"	"RPS26B"	"ORF"	5	423509	423957	"W"	1
"YER132C"	"PMD1"	"ORF"	5	430889	425129	"C"	1
"YER133W"	"GLC7"	"ORF"	5	432405	432669	"W"	1
"YER134C"	"YER134C"	"ORF"	5	437849	437105	"C"	1
"YER136W"	"GDI1"	"ORF"	5	439477	441157	"W"	1
"YER137C"	"YER137C"	"ORF"	5	441857	440105	"C"	1
"YER138W-A"	"YER138W-A"	"ORF"	5	449368	449752	"W"	1
"YER139C"	"RTR1"	"ORF"	5	451369	449873	"C"	1
"YER140W"	"YER140W"	"ORF"	5	451526	452749	"W"	1
"YER141W"	"COX15"	"ORF"	5	453389	455085	"W"	1
"YER142C"	"MAG1"	"ORF"	5	456073	455145	"C"	1
"YER143W"	"DDI1"	"ORF"	5	456261	457637	"W"	1
"YER144C"	"UBP5"	"ORF"	5	460481	460217	"C"	1
"YER145C"	"FTR1"	"ORF"	5	461777	460473	"C"	1
"YER146W"	"LSM5"	"ORF"	5	462533	462949	"W"	1
"YER147C"	"SCC4"	"ORF"	5	464905	463001	"C"	1
"YER148W"	"SPT15"	"ORF"	5	465085	466149	"W"	1
"YER149C"	"PEA2"	"ORF"	5	467537	466209	"C"	1
"YER150W"	"SPI1"	"ORF"	5	468317	468853	"W"	1
"YER151C"	"UBP3"	"ORF"	5	472521	469503	"C"	1
"YER152C"	"YER152C"	"ORF"	5	474105	469617	"C"	1
"YER153C"	"PET122"	"ORF"	5	474745	474089	"C"	1
"YER154W"	"OXA1"	"ORF"	5	474989	476293	"W"	1
"YER155C"	"BEM2"	"ORF"	5	482881	476225	"C"	1
"YER156C"	"YER156C"	"ORF"	5	484361	483201	"C"	1
"YER157W"	"COG3"	"ORF"	5	484773	486989	"W"	1
"YER158C"	"YER158C"	"ORF"	5	490785	489225	"C"	1
"YER159C"	"BUR6"	"ORF"	5	492145	491401	"C"	1
"YER161C"	"SPT2"	"ORF"	5	500393	499257	"C"	1
"YER162C"	"RAD4"	"ORF"	5	503129	500625	"C"	1
"YER163C"	"YER163C"	"ORF"	5	503817	503113	"C"	1
"YER164W"	"CHD1"	"ORF"	5	505085	509893	"W"	1
"YER165W"	"PAB1"	"ORF"	5	510197	512221	"W"	1
"YER166W"	"DNF1"	"ORF"	5	512437	516517	"W"	1
"YER167W"	"BCK2"	"ORF"	5	517925	520813	"W"	1
"YER168C"	"CCA1"	"ORF"	5	522713	521033	"C"	1
"YER169W"	"RPH1"	"ORF"	5	523085	529517	"W"	1
"YER170W"	"ADK2"	"ORF"	5	525867	526824	"W"	1
"YER171W"	"RAD3"	"ORF"	5	526975	529591	"W"	1
"YER172C"	"BRR2"	"ORF"	5	536089	529377	"C"	1
"YER173W"	"RAD24"	"ORF"	5	536269	538341	"W"	1
"YER174C"	"GRX4"	"ORF"	5	539305	538545	"C"	1
"YER175C"	"TMT1"	"ORF"	5	540460	539281	"C"	1
"YER175W-A"	"YER175W-A"	"ORF"	5	540543	540987	"W"	1
"YER176W"	"ECM32"	"ORF"	5	541637	545557	"W"	1
"YER177W"	"BMH1"	"ORF"	5	545541	546445	"W"	1
"YER178W"	"PDA1"	"ORF"	5	546773	548141	"W"	1
"YER179W"	"DMC1"	"ORF"	5	548314	549690	"W"	1
"YER180C"	"ISC10"	"ORF"	5	550624	549541	"C"	1
"YER180C-A"	"SLO1"	"ORF"	5	551219	550682	"C"	1
"YER182W"	"YER182W"	"ORF"	5	552461	553269	"W"	1
"YER183C"	"FAU1"	"ORF"	5	553977	553257	"C"	1
"YER184C"	"YER184C"	"ORF"	5	559041	555993	"C"	1
"YER185W"	"PUG1"	"ORF"	5	559347	560538	"W"	1
"YER186C"	"YER186C"	"ORF"	5	562809	561521	"C"	1
"YER187W"	"YER187W"	"ORF"	5	566123	566828	"W"	1
"YER188C-A"	"YER188C-A"	"ORF"	5	570004	569425	"C"	1
"YER189W"	"YER189W"	"ORF"	5	571048	571696	"W"	1
"YER190W"	"YRF1-2"	"ORF"	5	571373	576698	"W"	1
"YFL068W"	"YFL068W"	"ORF"	6	-49	713	"W"	1
"YFL067W"	"YFL067W"	"ORF"	6	734	1541	"W"	1
"YFL066C"	"YFL066C"	"ORF"	6	2717	1259	"C"	1
"YFL065C"	"YFL065C"	"ORF"	6	3440	2852	"C"	1
"YFL064C"	"YFL064C"	"ORF"	6	3948	3144	"C"	1
"YFL062W"	"COS4"	"ORF"	6	6324	7743	"W"	1
"YFL061W"	"YFL061W"	"ORF"	6	9443	10400	"W"	1
"YFL060C"	"SNO3"	"ORF"	6	11071	10123	"C"	1
"YFL059W"	"SNZ3"	"ORF"	6	11261	12437	"W"	1
"YFL058W"	"THI5"	"ORF"	6	12827	14129	"W"	1
"YFL057C"	"AAD16"	"ORF"	6	14865	14127	"C"	1
"YFL056C"	"AAD6"	"ORF"	6	15533	14615	"C"	1
"YFL055W"	"AGP3"	"ORF"	6	17037	19093	"W"	1
"YFL054C"	"YFL054C"	"ORF"	6	22801	20865	"C"	1
"YFL053W"	"DAK2"	"ORF"	6	23321	25376	"W"	1
"YFL052W"	"YFL052W"	"ORF"	6	28130	29807	"W"	1
"YFL051C"	"YFL051C"	"ORF"	6	30642	29880	"C"	1
"YFL050C"	"ALR2"	"ORF"	6	35950	33094	"C"	1
"YFL049W"	"SWP82"	"ORF"	6	36749	38701	"W"	1
"YFL048C"	"EMP47"	"ORF"	6	40217	38785	"C"	1
"YFL047W"	"RGD2"	"ORF"	6	40413	42589	"W"	1
"YFL046W"	"YFL046W"	"ORF"	6	42781	43485	"W"	1
"YFL045C"	"SEC53"	"ORF"	6	44481	43609	"C"	1
"YFL044C"	"OTU1"	"ORF"	6	45593	44465	"C"	1
"YFL042C"	"YFL042C"	"ORF"	6	47793	45577	"C"	1
"YFL041W-A"	"YFL041W-A"	"ORF"	6	48632	49103	"W"	1
"YFL041W"	"FET5"	"ORF"	6	49101	51045	"W"	1
"YFL040W"	"YFL040W"	"ORF"	6	51248	53150	"W"	1
"YFL039C"	"ACT1"	"ORF"	6	54825	54681	"C"	1
"YFL038C"	"YPT1"	"ORF"	6	56065	55249	"C"	1
"YFL037W"	"TUB2"	"ORF"	6	56261	57941	"W"	1
"YFL036W"	"RPO41"	"ORF"	6	58533	62845	"W"	1
"YFL034C-B"	"MOB2"	"ORF"	6	64094	62837	"C"	1
"YFL034C-A"	"RPL22B"	"ORF"	6	64993	64161	"C"	1
"YFL034W"	"YFL034W"	"ORF"	6	65293	68605	"W"	1
"YFL033C"	"RIM15"	"ORF"	6	74665	73201	"C"	1
"YFL031W"	"HAC1"	"ORF"	6	75109	76173	"W"	1
"YFL030W"	"AGX1"	"ORF"	6	76727	78164	"W"	1
"YFL029C"	"CAK1"	"ORF"	6	79201	77985	"C"	1
"YFL028C"	"CAF16"	"ORF"	6	80233	79297	"C"	1
"YFL027C"	"GYP8"	"ORF"	6	81977	80425	"C"	1
"YFL026W"	"STE2"	"ORF"	6	82525	83885	"W"	1
"YFL025C"	"BST1"	"ORF"	6	87313	84265	"C"	1
"YFL024C"	"EPL1"	"ORF"	6	90657	89233	"C"	1
"YFL023W"	"BUD27"	"ORF"	6	91005	93285	"W"	1
"YFL022C"	"FRS2"	"ORF"	6	95065	93945	"C"	1
"YFL021W"	"GAT1"	"ORF"	6	96013	97653	"W"	1
"YFL020C"	"PAU5"	"ORF"	6	99625	99521	"C"	1
"YFL018C"	"LPD1"	"ORF"	6	103185	101537	"C"	1
"YFL017W-A"	"SMX2"	"ORF"	6	103591	104104	"W"	1
"YFL017C"	"GNA1"	"ORF"	6	104497	103945	"C"	1
"YFL016C"	"MDJ1"	"ORF"	6	106296	104601	"C"	1
"YFL014W"	"HSP12"	"ORF"	6	107197	107725	"W"	1
"YFL013C"	"IES1"	"ORF"	6	109961	107777	"C"	1
"YFL012W"	"YFL012W"	"ORF"	6	110539	111265	"W"	1
"YFL011W"	"HXT10"	"ORF"	6	112237	114157	"W"	1
"YFL010W-A"	"AUA1"	"ORF"	6	114882	115446	"W"	1
"YFL010C"	"WWM1"	"ORF"	6	115777	114937	"C"	1
"YFL009W"	"CDC4"	"ORF"	6	115957	118349	"W"	1
"YFL008W"	"SMC1"	"ORF"	6	119285	119917	"W"	1
"YFL007W"	"BLM10"	"ORF"	6	123333	128789	"W"	1
"YFL005W"	"SEC4"	"ORF"	6	130133	130949	"W"	1
"YFL004W"	"VTC2"	"ORF"	6	131653	134085	"W"	1
"YFL003C"	"MSH4"	"ORF"	6	137254	134338	"C"	1
"YFL002C"	"SPB4"	"ORF"	6	146953	145161	"C"	1
"YFL001W"	"DEG1"	"ORF"	6	147093	148453	"W"	1
"YFR001W"	"LOC1"	"ORF"	6	149077	149709	"W"	1
"YFR002W"	"NIC96"	"ORF"	6	149981	152517	"W"	1
"YFR003C"	"YPI1"	"ORF"	6	153177	152513	"C"	1
"YFR004W"	"RPN11"	"ORF"	6	153341	154357	"W"	1
"YFR005C"	"SAD1"	"ORF"	6	155913	154345	"C"	1
"YFR006W"	"YFR006W"	"ORF"	6	156109	156205	"W"	1
"YFR007W"	"YFH7"	"ORF"	6	159269	161133	"W"	1
"YFR008W"	"FAR7"	"ORF"	6	160427	161372	"W"	1
"YFR009W"	"GCN20"	"ORF"	6	162413	164813	"W"	1
"YFR010W"	"UBP6"	"ORF"	6	164997	166645	"W"	1
"YFR011C"	"YFR011C"	"ORF"	6	167304	166841	"C"	1
"YFR012W"	"YFR012W"	"ORF"	6	167779	168667	"W"	1
"YFR012W-A"	"YFR012W-A"	"ORF"	6	169114	169480	"W"	1
"YFR013W"	"IOC3"	"ORF"	6	169853	171565	"W"	1
"YFR014C"	"CMK1"	"ORF"	6	173913	172513	"C"	1
"YFR015C"	"GSY1"	"ORF"	6	176473	174209	"C"	1
"YFR016C"	"YFR016C"	"ORF"	6	180825	179329	"C"	1
"YFR017C"	"YFR017C"	"ORF"	6	183057	182225	"C"	1
"YFR018C"	"YFR018C"	"ORF"	6	184289	183041	"C"	1
"YFR019W"	"FAB1"	"ORF"	6	184501	186861	"W"	1
"YFR021W"	"ATG18"	"ORF"	6	194701	196285	"W"	1
"YFR022W"	"ROG3"	"ORF"	6	196669	199141	"W"	1
"YFR023W"	"PES4"	"ORF"	6	199760	201875	"W"	1
"YFR024C-A"	"LSB3"	"ORF"	6	203457	203377	"C"	1
"YFR025C"	"HIS2"	"ORF"	6	204769	203897	"C"	1
"YFR026C"	"YFR026C"	"ORF"	6	206347	205558	"C"	1
"YFR027W"	"ECO1"	"ORF"	6	207365	209637	"W"	1
"YFR028C"	"CDC14"	"ORF"	6	210121	208409	"C"	1
"YFR029W"	"PTR3"	"ORF"	6	210853	212925	"W"	1
"YFR030W"	"MET10"	"ORF"	6	213213	216389	"W"	1
"YFR031C"	"SMC2"	"ORF"	6	220129	216801	"C"	1
"YFR031C-A"	"RPL2A"	"ORF"	6	221529	221241	"C"	1
"YFR032C"	"YFR032C"	"ORF"	6	223049	221900	"C"	1
"YFR032C-A"	"RPL29"	"ORF"	6	223841	223409	"C"	1
"YFR032C-B"	"YFR032C-B"	"ORF"	6	224063	223520	"C"	1
"YFR033C"	"QCR6"	"ORF"	6	224889	224345	"C"	1
"YFR034C"	"PHO4"	"ORF"	6	226001	224873	"C"	1
"YFR035C"	"YFR035C"	"ORF"	6	226555	225931	"C"	1
"YFR036W"	"CDC26"	"ORF"	6	226909	227365	"W"	1
"YFR037C"	"RSC8"	"ORF"	6	229217	227441	"C"	1
"YFR038W"	"IRC5"	"ORF"	6	229349	231901	"W"	1
"YFR039C"	"YFR039C"	"ORF"	6	233657	232001	"C"	1
"YFR040W"	"SAP155"	"ORF"	6	233925	237189	"W"	1
"YFR041C"	"ERJ5"	"ORF"	6	238297	237393	"C"	1
"YFR042W"	"KEG1"	"ORF"	6	238397	239133	"W"	1
"YFR043C"	"IRC6"	"ORF"	6	240001	239201	"C"	1
"YFR044C"	"DUG1"	"ORF"	6	241449	239985	"C"	1
"YFR045W"	"YFR045W"	"ORF"	6	241949	243053	"W"	1
"YFR046C"	"CNN1"	"ORF"	6	244345	242953	"C"	1
"YFR047C"	"BNA6"	"ORF"	6	245201	244329	"C"	1
"YFR048W"	"RMD8"	"ORF"	6	246077	248149	"W"	1
"YFR049W"	"YMR31"	"ORF"	6	248325	248901	"W"	1
"YFR050C"	"PRE4"	"ORF"	6	249929	248969	"C"	1
"YFR051C"	"RET2"	"ORF"	6	251833	250553	"C"	1
"YFR052W"	"RPN12"	"ORF"	6	252453	253277	"W"	1
"YFR053C"	"HXK1"	"ORF"	6	255145	253473	"C"	1
"YFR055W"	"IRC7"	"ORF"	6	264157	265573	"W"	1
"YFR057W"	"YFR057W"	"ORF"	6	268946	269681	"W"	1
"YGL263W"	"COS12"	"ORF"	7	2765	4045	"W"	1
"YGL262W"	"YGL262W"	"ORF"	7	5210	6017	"W"	1
"YGL261C"	"YGL261C"	"ORF"	7	6754	6112	"C"	1
"YGL259W"	"YPS5"	"ORF"	7	8141	10125	"W"	1
"YGL258W-A"	"YGL258W-A"	"ORF"	7	9060	9573	"W"	1
"YGL258W"	"VEL1"	"ORF"	7	11008	11908	"W"	1
"YGL257C"	"MNT2"	"ORF"	7	14345	12489	"C"	1
"YGL256W"	"ADH4"	"ORF"	7	14653	16333	"W"	1
"YGL255W"	"ZRT1"	"ORF"	7	20741	22117	"W"	1
"YGL254W"	"FZF1"	"ORF"	7	22293	23893	"W"	1
"YGL253W"	"HXK2"	"ORF"	7	23877	25549	"W"	1
"YGL252C"	"RTG2"	"ORF"	7	27529	25729	"C"	1
"YGL251C"	"HFM1"	"ORF"	7	31738	27743	"C"	1
"YGL250W"	"RMR1"	"ORF"	7	31805	32861	"W"	1
"YGL249W"	"ZIP2"	"ORF"	7	32996	35390	"W"	1
"YGL248W"	"PDE1"	"ORF"	7	35525	36829	"W"	1
"YGL247W"	"BRR6"	"ORF"	7	36909	37613	"W"	1
"YGL246C"	"RAI1"	"ORF"	7	38833	37505	"C"	1
"YGL245W"	"GUS1"	"ORF"	7	38989	41069	"W"	1
"YGL244W"	"RTF1"	"ORF"	7	41437	43189	"W"	1
"YGL243W"	"TAD1"	"ORF"	7	43333	44453	"W"	1
"YGL242C"	"YGL242C"	"ORF"	7	45265	44593	"C"	1
"YGL241W"	"KAP114"	"ORF"	7	45405	48325	"W"	1
"YGL240W"	"DOC1"	"ORF"	7	48309	49461	"W"	1
"YGL238W"	"CSE1"	"ORF"	7	49445	52541	"W"	1
"YGL237C"	"HAP2"	"ORF"	7	53609	52769	"C"	1
"YGL236C"	"MTO1"	"ORF"	7	55818	53801	"C"	1
"YGL234W"	"ADE5,7"	"ORF"	7	56382	58934	"W"	1
"YGL233W"	"SEC15"	"ORF"	7	58942	60310	"W"	1
"YGL232W"	"TAN1"	"ORF"	7	61782	62206	"W"	1
"YGL231C"	"YGL231C"	"ORF"	7	63658	63042	"C"	1
"YGL230C"	"YGL230C"	"ORF"	7	64317	63594	"C"	1
"YGL229C"	"SAP4"	"ORF"	7	67234	64370	"C"	1
"YGL228W"	"SHE10"	"ORF"	7	67542	69486	"W"	1
"YGL227W"	"VID30"	"ORF"	7	69470	70174	"W"	1
"YGL226C-A"	"OST5"	"ORF"	7	73218	73137	"C"	1
"YGL226W"	"YGL226W"	"ORF"	7	73318	73726	"W"	1
"YGL225W"	"VRG4"	"ORF"	7	76790	78038	"W"	1
"YGL224C"	"SDT1"	"ORF"	7	78958	77836	"C"	1
"YGL223C"	"COG1"	"ORF"	7	80401	78026	"C"	1
"YGL222C"	"EDC1"	"ORF"	7	81482	80778	"C"	1
"YGL221C"	"NIF3"	"ORF"	7	82322	81466	"C"	1
